page_id,text,label,Pattern Category,cleaned_text
1550,Tree Frog Terrariums,0,Not Dark Pattern,Tree Frog Terrariums
1177,23% left in stock!,1,Scarcity,23% left in stock!
993,LIMITED TIME SALE,1,Urgency,LIMITED TIME SALE
1327,Hurry! Only 2 left!,1,Scarcity,Hurry! Only 2 left!
1488,Every Purchase Helps Your NRA:,0,Not Dark Pattern,Every Purchase Helps Your NRA:
1488, Join NRA or Renew,0,Not Dark Pattern,Join NRA or Renew
498,"Due To HIGH Demand, Cart Expires In: 08:41",1,Urgency,"Due To HIGH Demand, Cart Expires In: 08:41"
1416,Only 5 Left in Stock. Buy Soon!,1,Scarcity,Only 5 Left in Stock. Buy Soon!
1488,Institute for Legislative Action,0,Not Dark Pattern,Institute for Legislative Action
1550,Only 4 Left!,1,Scarcity,Only 4 Left!
1550,Bearded Dragon Substrates,0,Not Dark Pattern,Bearded Dragon Substrates
1488,Politics And Legislation,0,Not Dark Pattern,Politics And Legislation
189,. ,0,Not Dark Pattern,.
729, Rs INR ,0,Not Dark Pattern,Rs INR
1789, Added to Favorites ,0,Not Dark Pattern,Added to Favorites
1590,take me back to shopping,0,Not Dark Pattern,take me back to shopping
1412,ONLY A FEW LEFT,1,Scarcity,ONLY A FEW LEFT
1488,Events and Entertainment,0,Not Dark Pattern,Events and Entertainment
90,3 people are looking at this product,1,Social Proof,3 people are looking at this product
1590,Choose Type of Cookies You Accept Using,0,Not Dark Pattern,Choose Type of Cookies You Accept Using
189, ★ ★ ★ ★ ★ ,0,Not Dark Pattern,★ ★ ★ ★ ★
729, ₪ ILS ,0,Not Dark Pattern,₪ ILS
1488,Only 20 left,1,Scarcity,Only 20 left
1550,Upright Plants,0,Not Dark Pattern,Upright Plants
993, Cable Winders ,0,Not Dark Pattern,Cable Winders
189, Brand case & cloth included ,0,Not Dark Pattern,Brand case & cloth included
1322,Warning: Last items in stock!,1,Scarcity,Warning: Last items in stock!
127,21 people looked at this during the last 24 hours,1,Social Proof,21 people looked at this during the last 24 hours
1488,NRA Firearms For Freedom,0,Not Dark Pattern,NRA Firearms For Freedom
1550,Heat Mats & Strips,0,Not Dark Pattern,Heat Mats & Strips
1488,Collegiate Shooting Programs,0,Not Dark Pattern,Collegiate Shooting Programs
1550,Livefood Subscription,0,Not Dark Pattern,Livefood Subscription
993, Travel Accessories ,0,Not Dark Pattern,Travel Accessories
37,"Someone from Rochedale, Queensland, Australia started buying this!",1,Social Proof,"Someone from Rochedale, Queensland, Australia started buying this!"
1590, LOGO BLACK ,0,Not Dark Pattern,LOGO BLACK
423,"No thanks, I'd rather pay full price.",1,Misdirection,"No thanks, I'd rather pay full price."
912,"CANCELLATION POLICY: If you are not completely satisfied with Yogi Surprise, you can cancel your membership and discontinue your monthly payments at any time. In order to cancel before you are renewed for the next shipment, you need to contact Yogi Surprise prior to the renewal date on the 14th of each month. Email: support@yogisurprise.com and we’ll respond promptly. If your membership has already renewed and you’d like to cancel an upcoming shipment, you must request cancellation by the 3rd of the month to be eligible for a refund. IF YOU DO NOT CANCEL PRIOR TO THE THIRD DAY OF A CALENDAR MONTH, YOU CANNOT BE REFUNDED FOR THAT MONTH’S SHIPMENT. WE DO NOT OFFER REFUNDS ON BOXES THAT HAVE ALREADY BEEN SHIPPED. To request cancellation, simply click here and submit the contact form or email us: support@yogisurprise.com. We’ll get back to promptly!",1,Obstruction,"CANCELLATION POLICY: If you are not completely satisfied with Yogi Surprise, you can cancel your membership and discontinue your monthly payments at any time. In order to cancel before you are renewed for the next shipment, you need to contact Yogi Surprise prior to the renewal date on the 14th of each month. Email: support@yogisurprise.com and we’ll respond promptly. If your membership has already renewed and you’d like to cancel an upcoming shipment, you must request cancellation by the 3rd of the month to be eligible for a refund. IF YOU DO NOT CANCEL PRIOR TO THE THIRD DAY OF A CALENDAR MONTH, YOU CANNOT BE REFUNDED FOR THAT MONTH’S SHIPMENT. WE DO NOT OFFER REFUNDS ON BOXES THAT HAVE ALREADY BEEN SHIPPED. To request cancellation, simply click here and submit the contact form or email us: support@yogisurprise.com. We’ll get back to promptly!"
169,"Someone in DOVER, United States just bought Crew 15 mins ago",1,Social Proof,"Someone in DOVER, United States just bought Crew 15 mins ago"
1550,Royal Python Vivariums,0,Not Dark Pattern,Royal Python Vivariums
993, Gift Card FAQs ,0,Not Dark Pattern,Gift Card FAQs
377,"No thank you, I prefer to pay for shipping.",1,Misdirection,"No thank you, I prefer to pay for shipping."
1590, shop by trend ,0,Not Dark Pattern,shop by trend
803,SHOP TRIATHLON,0,Not Dark Pattern,SHOP TRIATHLON
1687,Hurry! Only 6 left in stock.,1,Scarcity,Hurry! Only 6 left in stock.
1590,Free Shipping & Easy Returns always! ,0,Not Dark Pattern,Free Shipping & Easy Returns always!
803,Recovery Best Sellers,0,Not Dark Pattern,Recovery Best Sellers
993,Not sold separately,0,Not Dark Pattern,Not sold separately
23,"Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit",1,Social Proof,"Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit"
177,308 viewed per day,1,Social Proof,308 viewed per day
1590,These cookies are usually set by our marketing and advertising partners. They may be used by them to build a profile of your interest and later show you relevant ads. If you do not allow these cookies you will not experience targeted ads for your interests.,0,Not Dark Pattern,These cookies are usually set by our marketing and advertising partners. They may be used by them to build a profile of your interest and later show you relevant ads. If you do not allow these cookies you will not experience targeted ads for your interests.
826,Your order is reserved for 09:43 minutes!,1,Urgency,Your order is reserved for 09:43 minutes!
1550,Carpet Python Vivariums,0,Not Dark Pattern,Carpet Python Vivariums
803, Gut Health ,0,Not Dark Pattern,Gut Health
1803,"THE COMPETITION $1,299.99",1,Misdirection,"THE COMPETITION $1,299.99"
1488,History Of The NRA,0,Not Dark Pattern,History Of The NRA
708,25% OFF* ENDS IN 00 : 12 : 27 : 15 DAYS HRS. MIN. SEC.,1,Urgency,25% OFF* ENDS IN 00 : 12 : 27 : 15 DAYS HRS. MIN. SEC.
25,Packed with Super Citrimax,0,Not Dark Pattern,Packed with Super Citrimax
1550,Thermostats,0,Not Dark Pattern,Thermostats
1187,Only 1 Left!,1,Scarcity,Only 1 Left!
1590, family ,0,Not Dark Pattern,family
297,52 people have added this product to bag in the last 72 hours,1,Social Proof,52 people have added this product to bag in the last 72 hours
25, Select shake flavor: ,0,Not Dark Pattern,Select shake flavor:
14,"Ken in Oakland, United States purchased a Dreamville Hoodie a month ago",1,Social Proof,"Ken in Oakland, United States purchased a Dreamville Hoodie a month ago"
803,Compare Products ,0,Not Dark Pattern,Compare Products
1584,Only a few left!,1,Scarcity,Only a few left!
1550,Exotic Bird Food,0,Not Dark Pattern,Exotic Bird Food
1488,Jeanne E. Bray Memorial Scholarship,0,Not Dark Pattern,Jeanne E. Bray Memorial Scholarship
1211,72% offers claimed. Hurry up!,1,Scarcity,72% offers claimed. Hurry up!
1698,HURRY! ONLY 58 LEFT IN STOCK!,1,Scarcity,HURRY! ONLY 58 LEFT IN STOCK!
231,660 people have viewed today,1,Social Proof,660 people have viewed today
1406,LOW STOCK: Only 1 left.,1,Scarcity,LOW STOCK: Only 1 left.
189, Shop By Shape ,0,Not Dark Pattern,Shop By Shape
109,"Someone in Arden Hills, United States purchased 120ml Young Napoleon | Best Strawberry Shortcake eJuice | Vaporham Lincoln eLiquid about 42 minutes ago",1,Social Proof,"Someone in Arden Hills, United States purchased 120ml Young Napoleon | Best Strawberry Shortcake eJuice | Vaporham Lincoln eLiquid about 42 minutes ago"
1721,Would you like to buy more and save more?,1,Misdirection,Would you like to buy more and save more?
1399,Only 8 Left!,1,Scarcity,Only 8 Left!
433,"No Thanks, I Prefer Paying Full Price.",1,Misdirection,"No Thanks, I Prefer Paying Full Price."
1177,"N++ is all about using your momentum to complete levels and get high scores, but in this sci-fi world, there’s a slew of inadvertently homicidal enemy robots trying to prevent you from completing your goal.",0,Not Dark Pattern,"N++ is all about using your momentum to complete levels and get high scores, but in this sci-fi world, there’s a slew of inadvertently homicidal enemy robots trying to prevent you from completing your goal."
1550,We are not currently accepting orders from outside of the UK.,0,Not Dark Pattern,We are not currently accepting orders from outside of the UK.
1488,NRA Whittington Center Store,0,Not Dark Pattern,NRA Whittington Center Store
189,93 PEOPLE HAVE BOUGHT THIS PRODUCT TODAY,1,Social Proof,93 PEOPLE HAVE BOUGHT THIS PRODUCT TODAY
1550,Here to help,0,Not Dark Pattern,Here to help
1709,Yes! Upgrade my purchase,1,Misdirection,Yes! Upgrade my purchase
25,Kick those cravings,0,Not Dark Pattern,Kick those cravings
419,"No thanks, I’d rather pay more",1,Misdirection,"No thanks, I’d rather pay more"
803,Hydration,0,Not Dark Pattern,Hydration
564,Your order is reserved for 29:52 minutes!,1,Urgency,Your order is reserved for 29:52 minutes!
1572,ONLY 9 LEFT,1,Scarcity,ONLY 9 LEFT
1617,In Stock only 3 left,1,Scarcity,In Stock only 3 left
1667, read you will want to read -- Five Book Group Favourites * Sunday Post *,0,Not Dark Pattern,read you will want to read -- Five Book Group Favourites * Sunday Post *
414,Whey Protein Isolate,0,Not Dark Pattern,Whey Protein Isolate
414,Product Info,0,Not Dark Pattern,Product Info
395, Sign In With Google ,0,Not Dark Pattern,Sign In With Google
767,Screen print graphics,0,Not Dark Pattern,Screen print graphics
395,Thin and tough - protects from minor scratches,0,Not Dark Pattern,Thin and tough - protects from minor scratches
662,Awntech New Yorker Window/Entry Slope Awnin ...,0,Not Dark Pattern,Awntech New Yorker Window/Entry Slope Awnin ...
214,45 ADDED TO BAG IN THE PAST 24 HOURS,1,Social Proof,45 ADDED TO BAG IN THE PAST 24 HOURS
1289,ONLY 3 LEFT,1,Scarcity,ONLY 3 LEFT
21,"Mitchell H. Purchased a Dimplex IgniteXL 100"" Linear Built in Electric Fireplace",1,Social Proof,"Mitchell H. Purchased a Dimplex IgniteXL 100"" Linear Built in Electric Fireplace"
1667," ... It covers love and loss, friendship and pain through ",0,Not Dark Pattern,"... It covers love and loss, friendship and pain through"
1447,Only 7 left in stock!,1,Scarcity,Only 7 left in stock!
414,Was this product description useful?YesNo,0,Not Dark Pattern,Was this product description useful?YesNo
688," Brilliant! Chose what I wanted, and came a week later. Very happy with my purchase ",0,Not Dark Pattern,"Brilliant! Chose what I wanted, and came a week later. Very happy with my purchase"
306,"Great prices, professional customer services",0,Not Dark Pattern,"Great prices, professional customer services"
485,Your order is reserved for 09:45 minutes!,1,Urgency,Your order is reserved for 09:45 minutes!
550,Your order is reserved for 09:56 minutes!,1,Urgency,Your order is reserved for 09:56 minutes!
162,5338 people bought this,1,Social Proof,5338 people bought this
1103,2 left in stock,1,Scarcity,2 left in stock
1667,I've recommended The Keeper of Lost Things to everyone.,0,Not Dark Pattern,I've recommended The Keeper of Lost Things to everyone.
1667,"Book picture is for illustrative purposes only, actual binding, cover or edition may vary.",0,Not Dark Pattern,"Book picture is for illustrative purposes only, actual binding, cover or edition may vary."
1711,DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM,1,Misdirection,DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM
1667," is full of sorrow and joy that weaves the life stories of its characters, exploring relationships, illness and loss * Manchester Weekly News *",0,Not Dark Pattern,"is full of sorrow and joy that weaves the life stories of its characters, exploring relationships, illness and loss * Manchester Weekly News *"
673,Offer ends in 15hrs 1min 56sec!,1,Urgency,Offer ends in 15hrs 1min 56sec!
1160,Only 1 item left,1,Scarcity,Only 1 item left
767,Earn FanCash on all purchases!,0,Not Dark Pattern,Earn FanCash on all purchases!
318,"No Thanks, I rather pay full price",1,Misdirection,"No Thanks, I rather pay full price"
1599,LIMITED QUANTITY,1,Scarcity,LIMITED QUANTITY
767,AccessoriesCar AccessoriesDressesFootwearHome & OfficeJacketsLawn & OutdoorsPantsPolosShirts & SweatersShortsSleepwear & UnderwearSwim CollectionTailgatingSale Items- View All -,0,Not Dark Pattern,AccessoriesCar AccessoriesDressesFootwearHome & OfficeJacketsLawn & OutdoorsPantsPolosShirts & SweatersShortsSleepwear & UnderwearSwim CollectionTailgatingSale Items- View All -
767,NFL Enterprises LLC. All Rights Reserved.,0,Not Dark Pattern,NFL Enterprises LLC. All Rights Reserved.
1667,"touching, funny and romantic",0,Not Dark Pattern,"touching, funny and romantic"
1163,Only 8 items left in stock!,1,Scarcity,Only 8 items left in stock!
395,Media Players,0,Not Dark Pattern,Media Players
513,Today's sale ends in: 00hours:57min:19sec,1,Urgency,Today's sale ends in: 00hours:57min:19sec
1734,Other Items On Special Offer:,1,Misdirection,Other Items On Special Offer:
414,Authenticity Guaranteed,0,Not Dark Pattern,Authenticity Guaranteed
1270,Only 3 left in stock.,1,Scarcity,Only 3 left in stock.
357,I'd rather not save,1,Misdirection,I'd rather not save
306,Glasses and Goggles,0,Not Dark Pattern,Glasses and Goggles
292,Someone in Mount Louisa bought a Coleman Folding Table & Bench Set 2 minutes ago,1,Social Proof,Someone in Mount Louisa bought a Coleman Folding Table & Bench Set 2 minutes ago
1708,Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.,1,Misdirection,Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.
